id_ocorrencia_a;matricula;operador_categoria;tipo_veiculo;fabricante;modelo;motor_tipo;motor_quantidade;assentos;ano_fabricacao;pais_fabricante;registro_segmento;voo_origem;voo_destino;fase_operacao
43008;HP1539;***;AVIAO;BOEING COMPANY;737-700;PISTAO;***;0;2010;PANAMA;***;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;CRUZEIRO
43015;PTVKB;PARTICULAR;AVIAO;EMBRAER;EMB-820C CARAJA;TURBOELICE;BIMOTOR;10;1988;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43019;PTFNP;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525;JATO;BIMOTOR;8;1999;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43021;PTUHJ;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTAO;MONOMOTOR;1;1993;BRASIL;ESPECIALIZADA;SAO BORJA;FORA DE AERODROMO;OUTRA FASE
43022;PTUIO;ESPECIALIZADA;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTAO;MONOMOTOR;1;1994;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43023;PTJAP;***;AVIAO;CESSNA AIRCRAFT;182P;PISTAO;MONOMOTOR;4;1973;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43026;PROAE;***;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43027;PTIHI;***;AVIAO;PIPER AIRCRAFT;PA-34-200;PISTAO;BIMOTOR;6;1972;BRASIL;INSTRUCAO;SALGADO FILHO;FORA DE AERODROMO;SUBIDA
43030;PTMFJ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-320;TURBOELICE;BIMOTOR;50;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
43033;PTYPB;INSTRUCAO;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1995;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43035;PRLCN;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2006;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43042;PTNVM;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711T;PISTAO;MONOMOTOR;4;1980;BRASIL;PARTICULAR;CARAZINHO;FORA DE AERODROMO;DECOLAGEM
43043;PUNCC;EXPERIMENTAL;ULTRALEVE;***;ADVENTURE;PISTAO;MONOMOTOR;2;2003;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
43044;PUCDA;EXPERIMENTAL;ULTRALEVE;***;RANS S9 CHAOS;PISTAO;MONOMOTOR;2;1998;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
43061;PRGCB;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;PISTAO;MONOMOTOR;4;2010;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
43062;PTYPW;***;HELICOPTERO;ROBINSON HELICOPTER;R44;PISTAO;MONOMOTOR;4;1997;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43063;PTHLD;***;HELICOPTERO;HELIBRAS;HB-350B;TURBOEIXO;MONOMOTOR;6;1980;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43064;PRAZA;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;TURBOEIXO;BIMOTOR;112;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43065;PPPTV;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1996;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43067;PTESJ;ADMINISTRACAO DIRETA;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1978;BRASIL;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43070;PPIAL;***;AVIAO;BEECH AIRCRAFT;35-B33;PISTAO;MONOMOTOR;4;1962;BRASIL;PARTICULAR;***;***;POUSO
43082;PTYDL;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76A;TURBOEIXO;BIMOTOR;14;1981;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43083;PTEBD;PARTICULAR;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1975;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CHEQUE DE MOTOR OU ROTOR
43085;PPPTI;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-320;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43086;PTENO;TAXI AEREO;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;10;1978;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43089;PTNDR;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;PISTAO;MONOMOTOR;4;1976;BRASIL;PARTICULAR;FAZENDA RIO BRILHANTE;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;DECOLAGEM
43090;PTVSS;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1997;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43091;PUFAI;EXPERIMENTAL;ULTRALEVE;***;PELICAN 500BR;PISTAO;MONOMOTOR;2;2007;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;PARTIDA DO MOTOR
43093;PTBKU;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150J;PISTAO;MONOMOTOR;2;1969;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO
43094;PPGUT;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;56-C;PISTAO;MONOMOTOR;2;1961;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
43095;PPXCE;EXPERIMENTAL;ULTRALEVE;***;KR-2S;PISTAO;MONOMOTOR;2;1999;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43132;PPMBJ;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76A;TURBOEIXO;BIMOTOR;14;1981;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43153;PPAIR;***;HELICOPTERO;ROBINSON HELICOPTER;R44 II;PISTAO;MONOMOTOR;4;2006;BRASIL;PARTICULAR;FORA DE AERODROMO;JACAREPAGUA;DECOLAGEM
43155;PRBDF;PARTICULAR;AVIAO;PIPER AIRCRAFT;PA-46R-350T;PISTAO;MONOMOTOR;1;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43156;PPFXH;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PISTAO;MONOMOTOR;4;1988;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43157;PRAZG;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;JATO;BIMOTOR;112;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43158;PTPMC;PARTICULAR;AVIAO;AEROMOT;AMT-100;PISTAO;MONOMOTOR;2;1988;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
43171;PRRRN;TAXI AEREO;AVIAO;HAWKER BEECHCRAFT;390;JATO;BIMOTOR;8;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43256;PRHSF;***;AVIAO;CESSNA AIRCRAFT;T182T;PISTAO;MONOMOTOR;4;2001;BRASIL;PARTICULAR;PEREGRINO FILHO;GUARARAPES - GILBERTO FREYRE;APROXIMACAO FINAL
43257;PTOJY;PARTICULAR;AVIAO;BEECH AIRCRAFT;A36;PISTAO;MONOMOTOR;6;1982;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43258;PPGLJ;INSTRUCAO;AVIAO;AERO BOERO;AB-180;PISTAO;MONOMOTOR;3;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43259;PRMSM;TAXI AEREO;AVIAO;TWIN COMMANDER;690B;TURBOELICE;BIMOTOR;10;1977;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43260;PTTRA;PARTICULAR;AVIAO;BEECH AIRCRAFT;400A;JATO;BIMOTOR;10;2001;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43261;PREXP;PARTICULAR;AVIAO;CESSNA AIRCRAFT;525;JATO;BIMOTOR;7;2002;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43262;PTUIX;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTAO;MONOMOTOR;1;1994;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43263;PRERO;PARTICULAR;AVIAO;BEECH AIRCRAFT;A36;PISTAO;MONOMOTOR;6;1976;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43264;PRMSH;***;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;4;1998;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43266;PTWOP;***;AVIAO;PIPER AIRCRAFT;PA-25-235;PISTAO;MONOMOTOR;1;1976;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
43268;PTURZ;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTAO;MONOMOTOR;1;2004;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
43282;PTVKA;***;AVIAO;EMBRAER;EMB-820C CARAJA;TURBOELICE;BIMOTOR;7;1988;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43283;PTAUM;ESPECIALIZADA;AVIAO;CESSNA AIRCRAFT;170B;PISTAO;MONOMOTOR;4;1955;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43288;PPGYW;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;305A;PISTAO;MONOMOTOR;2;1955;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
43289;PRMAW;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2005;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43290;PRCHI;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2007;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43294;PTYDU;***;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1995;BRASIL;INSTRUCAO;AERODROMO NACIONAL DE AVIACAO;FORA DE AERODROMO;DECOLAGEM
43318;PTMVR;REGULAR;AVIAO;AIRBUS INDUSTRIE;A330-223;JATO;BIMOTOR;240;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
43321;PTUFG;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PISTAO;MONOMOTOR;1;1980;BRASIL;ESPECIALIZADA;APLIC AVIACAO AGRICOLA II;APLIC AVIACAO AGRICOLA II;ESPECIALIZADA
43325;PTWRU;TAXI AEREO;ANFIBIO;CESSNA AIRCRAFT;208 ANFIBIO;TURBOELICE;MONOMOTOR;10;1998;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
43329;PRMHE;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43333;PRMAL;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
43335;PTMZF;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;1999;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
43348;PRPSM;REGULAR;AVIAO;EMBRAER;EMB-145LR;JATO;BIMOTOR;54;2000;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43350;PRGLK;REGULAR;AVIAO;BOEING COMPANY;737-322;JATO;BIMOTOR;139;1990;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43361;PPGKG;***;AVIAO;PIPER AIRCRAFT;PA-18;PISTAO;MONOMOTOR;2;1950;BRASIL;INSTRUCAO;VERANOPOLIS;LAURO KURTZ;POUSO
43365;PTMZG;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;1999;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43374;PTTMF;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;152;2005;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43383;PTRHM;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711T;PISTAO;MONOMOTOR;4;1980;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
43384;PTKUK;TAXI AEREO;AVIAO;TWIN COMMANDER;500-B;PISTAO;BIMOTOR;7;1961;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43385;PRSAN;PARTICULAR;AVIAO;AMERICAN CHAMPION;8KCAB;PISTAO;MONOMOTOR;2;2010;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43389;PRREI;***;AVIAO;CIRRUS DESIGN;SR20;PISTAO;MONOMOTOR;4;2008;BRASIL;PARTICULAR;FORA DE AERODROMO;ITABERABA;DECOLAGEM
43390;PTEGT;***;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;4;1977;BRASIL;ESPECIALIZADA;PORTO SEGURO;FORA DE AERODROMO;DESCIDA
43392;PTDSY;***;AVIAO;PIPER AIRCRAFT;PA-28-235;PISTAO;MONOMOTOR;4;1900;BRASIL;PARTICULAR;SAO FELIX DO XINGU;FORA DE AERODROMO;SUBIDA
43393;PTDBM;***;AVIAO;PIPER AIRCRAFT;PA-31;PISTAO;BIMOTOR;4;1970;BRASIL;ESPECIALIZADA;ORIXIMINA;FORA DE AERODROMO;ESPECIALIZADA
43403;N29507;***;AVIAO;CESSNA AIRCRAFT;210;PISTAO;MONOMOTOR;1;1900;ESTADOS UNIDOS;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43404;PPHLV;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PISTAO;MONOMOTOR;2;1962;BRASIL;INSTRUCAO;ESTADUAL ARTHUR SIQUEIRA;FORA DE AERODROMO;DECOLAGEM
43405;PTLKS;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;S550;JATO;BIMOTOR;7;1986;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
43406;PROAR;REGULAR;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43407;PROAJ;REGULAR;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43414;PRLIF;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-34-200;PISTAO;BIMOTOR;6;1973;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
43439;PPGBC;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1991;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
43446;PTFFD;***;AVIAO;CESSNA AIRCRAFT;A188B;PISTAO;MONOMOTOR;1;1976;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
43447;PPGJZ;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43449;PPGNY;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1993;BRASIL;INSTRUCAO;COMANDANTE ANTONIO AMILTON BERALDO;FORA DE AERODROMO;ARREMETIDA NO SOLO
43450;PTHOL;***;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;CAMPO DE MARTE;FORA DE AERODROMO;TAXI
43451;PTMEV;***;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;11;1996;BRASIL;TAXI AEREO;BARTOLOMEU DE GUSMAO;AEROPORTO ESTADUAL DE JUNDIAI;DECOLAGEM
43452;PTREL;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-721D;PISTAO;MONOMOTOR;6;1980;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43454;PTWUG;***;AVIAO;BEECH AIRCRAFT;C90A;TURBOELICE;BIMOTOR;8;1900;BRASIL;PARTICULAR;MARIO DE ALMEIDA FRANCO;GOVERNADOR JOSE RICHA;CIRCUITO DE TRAFEGO
43455;PTLEU;***;AVIAO;BEECH AIRCRAFT;95-B55;PISTAO;BIMOTOR;6;1973;BRASIL;PARTICULAR;EURICO DE AGUIAR SALLES;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO
43457;PTNXS;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PISTAO;MONOMOTOR;4;1980;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43458;PTEPY;***;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;5;1978;BRASIL;ESPECIALIZADA;PAULO AFONSO;FORA DE AERODROMO;VOO A BAIXA ALTURA
43459;PPGOZ;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;3;1993;BRASIL;INSTRUCAO;CAMPO DE MARTE;FORA DE AERODROMO;DECOLAGEM
43461;PRWJU;***;AVIAO;BOEING COMPANY;737-36N;JATO;BIMOTOR;156;1997;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43462;PRWJO;***;AVIAO;BOEING COMPANY;737-3Q8;JATO;BIMOTOR;156;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43463;PTWJW;***;AVIAO;PIPER AIRCRAFT;PA-30;PISTAO;BIMOTOR;6;1968;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43464;PTVAE;TAXI AEREO;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;6;1985;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
43465;PPLRR;TAXI AEREO;AVIAO;LEARJET;60;JATO;BIMOTOR;10;2001;BRASIL;TAXI AEREO;SANTA GENOVEVA/GOIANIA;CONGONHAS;CRUZEIRO
43466;PTIPO;TAXI AEREO;AVIAO;PIPER AIRCRAFT;PA-31;PISTAO;BIMOTOR;8;1973;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43467;PTMFM;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-300;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
43470;PRWJJ;REGULAR;AVIAO;BOEING COMPANY;737-341;JATO;BIMOTOR;156;1990;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43471;PTYYG;***;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1998;BRASIL;ESPECIALIZADA;CAMPO DE MARTE;FORA DE AERODROMO;ESPECIALIZADA
43472;PTIUQ;***;AVIAO;CESSNA AIRCRAFT;402B;PISTAO;BIMOTOR;10;1973;BRASIL;TAXI AEREO;PINTO MARTINS;PICOS;CORRIDA APOS POUSO
43473;PRLEH;***;ANFIBIO;LAKE AIRCRAFT;LA-4-200;PISTAO;MONOMOTOR;4;1980;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43474;PTDZR;***;AVIAO;PIPER AIRCRAFT;PA-28-140;PISTAO;MONOMOTOR;4;1972;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43480;PRGLP;***;AVIAO;PIPER AIRCRAFT;PA-25-235;PISTAO;MONOMOTOR;1;1975;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43503;PUMVB;EXPERIMENTAL;ULTRALEVE;AEROBRAVO LTDA;STOL CH 701;PISTAO;MONOMOTOR;2;2008;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43524;PUMBH;EXPERIMENTAL;ULTRALEVE;***;EXCEL CARGO;PISTAO;MONOMOTOR;1;2008;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43527;PTTMD;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
43531;PRGLK;REGULAR;AVIAO;BOEING COMPANY;737-322;JATO;BIMOTOR;139;1990;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43534;PRWJO;REGULAR;AVIAO;BOEING COMPANY;737-3Q8;JATO;BIMOTOR;156;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43538;PRAYE;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
43547;PRMYI;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43548;PRMBN;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43551;PRMBY;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
43555;PTXLI;TAXI AEREO;AVIAO;LEARJET;35A;JATO;BIMOTOR;10;1980;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43572;PRAZC;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;JATO;BIMOTOR;112;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43578;PROAG;REGULAR;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43581;PTBBB;TAXI AEREO;AVIAO;LEARJET;31A;JATO;BIMOTOR;10;1995;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
43589;PRMHD;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
43603;PRMBA;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2006;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
43610;PRCHV;TAXI AEREO;HELICOPTERO;EUROCOPTER FRANCE;EC 225 LP;TURBOEIXO;BIMOTOR;21;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
43619;PRNOA;REGULAR;AVIAO;AIRCRAFT INDUSTRIES;L410UVP-E20;TURBOELICE;BIMOTOR;21;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
43620;PRGLK;REGULAR;AVIAO;BOEING COMPANY;737-322;JATO;BIMOTOR;139;1990;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43628;PTEHG;***;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;10;1976;BRASIL;TAXI AEREO;DEPUTADO LUIS EDUARDO MAGALHAES;FAZENDA PONTAL;POUSO
43629;PTHVW;***;HELICOPTERO;ROBINSON HELICOPTER;R22 BETA;PISTAO;MONOMOTOR;2;1991;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
43630;PTXRK;ESPECIALIZADA;AVIAO;AIR TRACTOR;AT-401B;PISTAO;MONOMOTOR;1;1994;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
43631;PRGGM;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;197;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
43633;PRPSK;***;AVIAO;EMBRAER;EMB-145LR;JATO;BIMOTOR;54;2001;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
43634;PTMFJ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-320;TURBOELICE;BIMOTOR;50;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
43637;N305FE;***;AVIAO;MCDONNELL DOUGLAS;DC-10-30F;PISTAO;TRIMOTOR;0;1980;ESTADOS UNIDOS;***;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
